therapeutic_id,target_name,target_kind,action_type,is_primary_target,target_notes
protollin,Inflammation,pathway_or_process,antibody,True,Protollin is a nasal vaccine composed of the outer membrane proteins of bacteria complexed with lipopolysaccharides.
prx-03140,Other,pathway_or_process,small_molecule,True,"5-HT4 receptor agonists augment neuronal acetylcholine release ( Ansanay et al., 1995 ; Torres et al., 1995 ) as well as modulate levels of Aβ and soluble amyloid precursor protein alpha (sAPPα) ( Lezoualc’h & Robert., 2003 ; Robert et al., 2001 )."
prx012,Amyloid-Related,pathway_or_process,antibody,True,PRX012 is a humanized monoclonal IgG1 antibody to an N-terminal epitope on Aβ.
pu-ad,Other,pathway_or_process,small_molecule,True,"A member of a new class of drugs called epichaperome inhibitors, PU-AD is an oral, brain-permeable inhibitor of the molecular chaperone heat shock protein 90."
pxt864,Other Neurotransmitters,pathway_or_process,small_molecule,True,PXT864 is an example of a repurposed drug combination.
qalsodytm,Other,pathway_or_process,gene_therapy,True,This drug is a second-generation antisense oligonucleotide (ASO) targeting the mRNA for superoxide dismutase 1.
qrl-101,Other,pathway_or_process,small_molecule,True,"This small molecule is an opener of Kv7.2/7.3 voltage-gated potassium channels, which function to stabilize membrane potential and control neuronal excitability."
qrl-201,Other,pathway_or_process,gene_therapy,True,QRL-201 is an antisense oligonucleotide targeting the mRNA of the STMN2 gene.
rasagiline,Other Neurotransmitters,pathway_or_process,small_molecule,True,Rasagiline is a selective monoamine oxidase B (MAOB) inhibitor widely used to treat symptoms of Parkinson’s disease.
relyvrio,Other,pathway_or_process,small_molecule,True,"AMX0035 is a proprietary, oral combination of two drugs already in use, sodium phenylbutyrate (PB) and tauroursodeoxycholic acid (TUDCA)."
rem0045392,Tau,pathway_or_process,small_molecule,True,REM0045392 is a modulator of the cytoskeletal protein septin.
rember-tm,Tau,pathway_or_process,small_molecule,True,"Rember® is a purified, proprietary formulation of methylthioninium chloride (MTC), also known as methylene blue."
remternetug,Amyloid-Related,pathway_or_process,antibody,True,"Remternetug, previously LY3372993, is an investigational monoclonal antibody."
resveratrol,Other,pathway_or_process,small_molecule,True,"Resveratrol is one of many bioactive polyphenols in certain foods, such as red grapes, blueberries, peanuts, and dark chocolate."
rg3487,Cholinergic System,pathway_or_process,small_molecule,True,RG3487 is a selective nicotinic alpha-7 receptor (α7nAChR) partial agonist.
rg7129,Amyloid-Related,pathway_or_process,small_molecule,True,"This is an orally administered inhibitor of the β-secretase BACE1, the sheddase enzyme that cleaves APP and sets up subsequent γ-secretase cleavage leading to generation of Aβ species."
rg7345,Tau,pathway_or_process,antibody,True,RG7345 is a humanized monoclonal antibody targeting the tau phosphoepitope pS422.
rilapladib,Other,pathway_or_process,small_molecule,True,Rilapladib is an inhibitor of lipoprotein-associated phospholipase A2 (Lp-PLA2).
riluzole,Other Neurotransmitters,pathway_or_process,small_molecule,True,Riluzole is the first FDA-approved medication for amyotrophic lateral sclerosis.
riluzole,Other,pathway_or_process,small_molecule,False,Riluzole is the first FDA-approved medication for amyotrophic lateral sclerosis.
risvodetinib,alpha-synuclein,pathway_or_process,small_molecule,True,IkT-148009 is a novel brain-penetrant inhibitor of c-Abl tyrosine kinase.
risvodetinib,Other,pathway_or_process,small_molecule,False,IkT-148009 is a novel brain-penetrant inhibitor of c-Abl tyrosine kinase.
rivastigmine,Cholinergic System,pathway_or_process,small_molecule,True,Rivastigmine is a reversible inhibitor of both the acetylcholinesterase and butyrylcholinesterase enzymes.
rns60,Inflammation,pathway_or_process,,True,RNS60 is saline containing charged oxygen nanobubbles.
rns60,Other,pathway_or_process,,False,RNS60 is saline containing charged oxygen nanobubbles.
rofecoxib,Inflammation,pathway_or_process,small_molecule,True,The NSAID rofecoxib is a selective cyclooxygenase-2 (COX-2) inhibitor.
rosiglitazone,Other,pathway_or_process,small_molecule,True,Rosiglitazone is an antidiabetic medication that lowers blood glucose by sensitizing pancreatic target cells to insulin.
rotigotine,Other Neurotransmitters,pathway_or_process,small_molecule,True,This dopamine receptor agonist is approved to treat Parkinson’s disease and restless legs syndrome in Europe and the U.S.
s-38093,Cholinergic System,pathway_or_process,small_molecule,True,"This histamine H3 receptor antagonist was being developed for the treatment of Alzheimer's disease in many European, South American, and other countries, though not the United States."
s-38093,Other Neurotransmitters,pathway_or_process,small_molecule,False,"This histamine H3 receptor antagonist was being developed for the treatment of Alzheimer's disease in many European, South American, and other countries, though not the United States."
s-equol,Other,pathway_or_process,small_molecule,True,"S-Equol is a selective agonist of the estrogen receptor-β, which is expressed on mitochondria."
s47445,Other Neurotransmitters,pathway_or_process,small_molecule,True,"S47445 is an agonist of AMPA receptors for glutamate, the major excitatory neurotransmitter in the brain."
s603,Amyloid-Related,pathway_or_process,small_molecule,True,AS-S603 is a small molecule said to dissociate amyloid and tau protein aggregates.
s603,Tau,pathway_or_process,small_molecule,False,AS-S603 is a small molecule said to dissociate amyloid and tau protein aggregates.
sabeluzole,Unknown,pathway_or_process,small_molecule,True,"Sabeluzole has been reported to reduce glutatmate toxicity in part by reducing NMDA-induced inward current ( Van der Valk et al., 1993 )."
sabirnetug,Amyloid-Related,pathway_or_process,antibody,True,"This humanized IgG2 monoclonal antibody selectively binds soluble Aβ oligomers, aka Aβ-derived diffusible ligands (ADDLs)."
safinamide,Other Neurotransmitters,pathway_or_process,small_molecule,True,"Safinamide is a reversible monoamine oxidase B inhibitor, taken as a pill by mouth."
sage-718,Other Neurotransmitters,pathway_or_process,small_molecule,True,SAGE-718 is a derivative of the endogenous steroid 24(S)-hydroxycholesterol.
sar110894d,Other,pathway_or_process,small_molecule,True,
sar228810,Amyloid-Related,pathway_or_process,antibody,True,This is a monoclonal antibody directed primarily against soluble protofibrillar and fibrillar species of Aβ.
sar446159,alpha-synuclein,pathway_or_process,antibody,True,"SAR446159 is an IgG monoclonal antibody to α-synuclein, with an insulin-like growth factor receptor (IGF1R) binding domain acting as a shuttle to transport it across the blood-brain barrier."
saracatinib,Other,pathway_or_process,small_molecule,True,Saracatinib is an inhibitor of the Src/abl family of kinases.
sargramostim,Inflammation,pathway_or_process,,True,"GM-CSF leukine, aka sargramostim, is a synthetic form of the hematopoietic growth factor granulocyte-macrophage colony-stimulating factor."
sargramostim,Other,pathway_or_process,,False,"GM-CSF leukine, aka sargramostim, is a synthetic form of the hematopoietic growth factor granulocyte-macrophage colony-stimulating factor."
sargramostim,Unknown,pathway_or_process,,False,"GM-CSF leukine, aka sargramostim, is a synthetic form of the hematopoietic growth factor granulocyte-macrophage colony-stimulating factor."
sb-202026,Other Neurotransmitters,pathway_or_process,small_molecule,True,SB 202026 is a selective muscarinic M1 receptor partial agonist.
selnoflast,Inflammation,pathway_or_process,small_molecule,True,"Selnoflast is an inhibitor of inflammasomes containing NLRP3, or nod-like receptor family, pyrin domain-containing protein 3."
seltorexant,Other,pathway_or_process,small_molecule,True,Seltorexant is a selective antagonist of the human orexin-2 receptor.
semagacestat,Amyloid-Related,pathway_or_process,small_molecule,True,Semagacestat is a γ-secretase inhibitor that reduces Aβ40 and 42 production and secretion by the γ-secretase enzyme complex.
semaglutide,Other,pathway_or_process,,True,"Semaglutide is a synthetic, long-acting analog of glucagon-like peptide-1, used to treat diabetes."
sembragiline,Other Neurotransmitters,pathway_or_process,small_molecule,True,"Sembragiline is an inhibitor of monoamine oxidase B (MAOB), a mitochondrial enzyme that inactivates the neurotransmitter dopamine, and in the process generates reactive free oxygen radicals."
sembragiline,Other,pathway_or_process,small_molecule,False,"Sembragiline is an inhibitor of monoamine oxidase B (MAOB), a mitochondrial enzyme that inactivates the neurotransmitter dopamine, and in the process generates reactive free oxygen radicals."
semorinemab,Tau,pathway_or_process,antibody,True,"This is an anti-tau IgG4 antibody that grew out of a research collaboration between AC Immune and Genentech, part of the Roche Group."
sensory-stimulation-systems,Amyloid-Related,pathway_or_process,device_or_procedure,True,"Sensory Stimulation Systems, and GENUS, refer to a noninvasive procedure, i.e., a ""digital therapeutic,"" being developed by Cognito Therapeutics."
sensory-stimulation-systems,Inflammation,pathway_or_process,device_or_procedure,False,"Sensory Stimulation Systems, and GENUS, refer to a noninvasive procedure, i.e., a ""digital therapeutic,"" being developed by Cognito Therapeutics."
sensory-stimulation-systems,Other,pathway_or_process,device_or_procedure,False,"Sensory Stimulation Systems, and GENUS, refer to a noninvasive procedure, i.e., a ""digital therapeutic,"" being developed by Cognito Therapeutics."
sgs-742,Other Neurotransmitters,pathway_or_process,small_molecule,True,SGS742 is a GABA(B) receptor antagonist.
shr-1707,Amyloid-Related,pathway_or_process,antibody,True,"SHR-1707 is a humanized anti-Aβ IgG1 monoclonal antibody that, according to Hengrui Pharmaceuticals, binds to Aβ fibrils and monomers."
simufilam,Amyloid-Related,pathway_or_process,small_molecule,True,"Simufilam binds to filamin, a ubiquitous scaffolding protein and regulator of the actin cytoskeleton."
simvastatin,Cholesterol,pathway_or_process,small_molecule,True,Simvastatin is an oral HMG-CoA reductase inhibitor prescribed extensively throughout the world for the treatment of hypercholesterolemia and diabetic cardiomyopathy.
snp318,Inflammation,pathway_or_process,small_molecule,True,SNP318 inhibits the enzyme lipoprotein-associated phospholipase A2 (Lp-PLA2).
solanezumab,Amyloid-Related,pathway_or_process,antibody,True,Solanezumab is a humanized monoclonal IgG1 antibody directed against the mid-domain of the Aβ peptide.
solengepras,Other Neurotransmitters,pathway_or_process,small_molecule,True,"Cerevance performs single-nuclei RNA sequencing of defined cell types isolated from postmortem brain tissue to identify therapeutic targets for neurologic diseases ( Xu et al., 2018 )."
souvenaid,Other,pathway_or_process,supplement,True,Souvenaid is a marketed product.
spg302,Other Neurotransmitters,pathway_or_process,small_molecule,True,SPG302 is a new pegylated benzothiazole derivative that targets an undisclosed regulator of the F-actin-based cytoskeleton to increase synapse numbers.
st101,Unknown,pathway_or_process,small_molecule,True,ST101 is an orally active azaindolizinone derivative that has been reported to be a cognitive enhancer.
suritozole,Other Neurotransmitters,pathway_or_process,small_molecule,True,"Suritozole is an inverse agonist at the GABA(A) receptor ( Miller et al., 1992 )."
suvn-g3031,Cholinergic System,pathway_or_process,small_molecule,True,SUVN-G3031 is an orally active histamine H3 receptor antagonist being developed to treat cognitive deficits in Alzheimer's disease and schizophrenia.
suvn-g3031,Other Neurotransmitters,pathway_or_process,small_molecule,False,SUVN-G3031 is an orally active histamine H3 receptor antagonist being developed to treat cognitive deficits in Alzheimer's disease and schizophrenia.
suvorexant,Other,pathway_or_process,small_molecule,True,This orexin receptor antagonist was approved by the U.S.
t3d-959,Other,pathway_or_process,small_molecule,True,"T3D-959 is a dual agonist of the peroxisome proliferator activated nuclear receptor delta/gamma, aka PPARδ/γ."
tacrine,Cholinergic System,pathway_or_process,small_molecule,True,Tacrine is a reversible acetylcholinesterase inhibitor.
tak-341,alpha-synuclein,pathway_or_process,antibody,True,"This is a high-affinity monoclonal antibody to a C-terminal epitope on monomeric and aggregated α-synuclein, originally developed by AstraZeneca."
tavapadon,Other Neurotransmitters,pathway_or_process,small_molecule,True,Tavapadon functions as a partial agonist at dopamine D1 and D5 receptors and is in Phase 3 development for Parkinson’s disease.
tb006,Inflammation,pathway_or_process,antibody,True,"This humanized monoclonal antibody targets galactose-specific lectin (galectin) 3, a β-galactosidase-binding protein involved in macrophage activation and antimicrobial immune responses."
telmisartan,Other,pathway_or_process,small_molecule,True,Telmisartan is an angiotensin II receptor antagonist marketed around the world to treat elevated blood pressure and reduce the possibility of cardiovascular risk associated with chronic hypertension.
thalidomide,Amyloid-Related,pathway_or_process,small_molecule,True,Thalidomide is an immunomodulatory agent with a spectrum of activity that is only partly characterized.
thalidomide,Inflammation,pathway_or_process,small_molecule,False,Thalidomide is an immunomodulatory agent with a spectrum of activity that is only partly characterized.
thn391,Inflammation,pathway_or_process,antibody,True,THN391 is a humanized monoclonal antibody to the blood clotting protein fibrin.
tideglusib,Tau,pathway_or_process,small_molecule,True,"Tideglusib is an orally available, small-molecule drug of the thiadiazolidinone class."
tilavonemab,Tau,pathway_or_process,antibody,True,C2N 8E12 is a humanized IgG4 antibody that was being developed by C2N Diagnostics and AbbVie to treat tauopathies.
tpi-287,Tau,pathway_or_process,small_molecule,True,"TPI 287 is a tubulin-binding and microtubule-stabilizing drug that is being clinically developed by Cortice Biosciences, formerly Archer Biosciences."
tpn-101,Inflammation,pathway_or_process,gene_therapy,True,This nucleoside analog reverse transcriptase inhibitor was originally developed for the treatment of human immunodeficiency virus infection.
transcutaneous-auricular-vagal-afferent-nerve-stimulation,Other Neurotransmitters,pathway_or_process,,True,This noninvasive approach attempts to modulate the noradrenergic system of the locus coeruleus by stimulating the vagal nerve.
trappsolr-cyclotm,Cholesterol,pathway_or_process,,True,"Trappsol® Cyclo™ is a proprietary, intravenous formulation of 2-hydroxypropyl-β-cyclodextrin in development to treat diseases associated with impaired cholesterol metabolism, including Alzheimer's disease."
trazodone,Other Neurotransmitters,pathway_or_process,small_molecule,True,"Trazodone is a phenyl piperazine derivative with agonist and antagonist activity at serotonin receptors, in addition to adrenergic and histaminergic activity and serotonin uptake inhibition."
tricaprilin,Other,pathway_or_process,supplement,True,Tricaprilin is the follow-up to Accera's AC-1202 /Axona medical food product.
troculeucel,Amyloid-Related,pathway_or_process,,True,"Troculeucel is an immunotherapy consisting of a patient’s own natural killer cells that have been isolated, expanded in the lab, and re-infused."
troculeucel,Inflammation,pathway_or_process,,False,"Troculeucel is an immunotherapy consisting of a patient’s own natural killer cells that have been isolated, expanded in the lab, and re-infused."
trontinemab,Amyloid-Related,pathway_or_process,antibody,True,"RO7126209 is a new version of the anti-amyloid monoclonal antibody gantenerumab , engineered to more easily cross the blood-brain barrier using Roche’s “brain shuttle” technology."
troriluzole,Other Neurotransmitters,pathway_or_process,,True,"Troriluzole is a prodrug formulation of riluzole , a medication used to treat amyotrophic lateral sclerosis."
tw001,Other,pathway_or_process,small_molecule,True,"TW001 is a new oral formulation of edaravone , an antioxidant drug marketed in the U.S."
ub-311,Amyloid-Related,pathway_or_process,antibody,True,"UB-311 is a synthetic peptide vaccine developed by United Neuroscience, a spin-off of United Biomedical."
ub-312,alpha-synuclein,pathway_or_process,antibody,True,UB-312 is an active vaccine to stimulate an immune response against α-synuclein.
ucb0022,Other Neurotransmitters,pathway_or_process,small_molecule,True,"This oral small molecule is a positive allosteric modulator of dopamine receptor type 1, which enhances the receptor's signaling in the presence of endogenous dopamine."
ucb7853,alpha-synuclein,pathway_or_process,antibody,True,UCB7853 is an α-synuclein antibody.
ulefnersen,Other,pathway_or_process,gene_therapy,True,"ION363 is an antisense oligonucleotide designed to reduce the production of a mutated, neurotoxic form of the Fused in Sarcoma (FUS) protein."
umibecestat,Amyloid-Related,pathway_or_process,small_molecule,True,"CNP520 is an oral, small-molecule inhibitor of the aspartyl protease BACE designed to reduce Aβ production to prevent or treat Alzheimer's disease."
vafidemstat,Other Neurotransmitters,pathway_or_process,small_molecule,True,"ORY-2001 is a dual inhibitor of the transcriptional co-regulator lysine-specific demethylase 1 (LSD1 or KDM1A) and the mitochondrial membrane protein monoamine oxidase B (MAO-B, see MedChemExpress )."
valacyclovir,Other,pathway_or_process,small_molecule,True,"A thymidine kinase inhibitor, valacyclovir is a prescription drug, and widely available as a generic."
valproate,Other Neurotransmitters,pathway_or_process,small_molecule,True,"Valproate is an anti-convulsant and mood-stabilizing drug that is FDA- and EMA-approved to treat seizures, manic episodes associated with bipolar disorder, and to prevent migraine headaches."
vanutide-cridificar,Amyloid-Related,pathway_or_process,antibody,True,This is an active immunotherapy strategy.
varenicline,Cholinergic System,pathway_or_process,small_molecule,True,Varenicline is a medication approved in the United States and many other countries to aid smoking cessation.
varoglutamstat,Amyloid-Related,pathway_or_process,small_molecule,True,"PQ912 is an inhibitor of glutaminyl cyclase (QC), aka glutaminyl-peptide cyclotransferase (QPCT)."
varoglutamstat,Inflammation,pathway_or_process,small_molecule,False,"PQ912 is an inhibitor of glutaminyl cyclase (QC), aka glutaminyl-peptide cyclotransferase (QPCT)."
vascepa,Other,pathway_or_process,small_molecule,True,Vascepa is a prescription formulation of omega-3 fat ethyl eicosapentaenoic acid (ethyl-EPA) purified from fish oil.
venglustat,alpha-synuclein,pathway_or_process,small_molecule,True,Venglustat is a brain-penetrant allosteric inhibitor of the enzyme glucosylceramide synthase.
venglustat,Other,pathway_or_process,small_molecule,False,Venglustat is a brain-penetrant allosteric inhibitor of the enzyme glucosylceramide synthase.
verdiperstat,Inflammation,pathway_or_process,small_molecule,True,Verdiperstat is an irreversible inhibitor of myeloperoxidase.
verdiperstat,Other,pathway_or_process,small_molecule,False,Verdiperstat is an irreversible inhibitor of myeloperoxidase.
verubecestat,Amyloid-Related,pathway_or_process,small_molecule,True,MK-8931 is a small-molecule inhibitor of BACE1 and BACE2.
vg-3927,Amyloid-Related,pathway_or_process,small_molecule,True,"VG-3927 is a brain-penetrant, small-molecule agonist of the TREM2 receptor on microglia."
vg-3927,Inflammation,pathway_or_process,small_molecule,False,"VG-3927 is a brain-penetrant, small-molecule agonist of the TREM2 receptor on microglia."
vgl101,Inflammation,pathway_or_process,antibody,True,VGL101 is a humanized monoclonal antibody that acts as an agonist for TREM2.
vgl101,Other,pathway_or_process,antibody,False,VGL101 is a humanized monoclonal antibody that acts as an agonist for TREM2.
vhb937,Amyloid-Related,pathway_or_process,antibody,True,VHB937 is a humanized monoclonal antibody to the immune receptor TREM2.
vodobatinib,Other,pathway_or_process,small_molecule,True,Vodobatinib is a third-generation c-Ableson tyrosine kinase inhibitor.
vq-101,alpha-synuclein,pathway_or_process,small_molecule,True,VQ-101 is a small-molecule allosteric activator of the lysosomal enzyme glucocerebrosidase (GCase).
vq-101,Other,pathway_or_process,small_molecule,False,VQ-101 is a small-molecule allosteric activator of the lysosomal enzyme glucocerebrosidase (GCase).
vy-aadc,Other Neurotransmitters,pathway_or_process,gene_therapy,True,VY-AADC is an AAV-based gene therapy that was developed by Voyager Therapeutics and evaluated clinically in partnership with Neurocrine Biosciences.
vy-tau01,Tau,pathway_or_process,antibody,True,"VY-TAU01 is a recombinant, humanized IgG4 monoclonal antibody to an epitope in the C-terminus of tau."
vyalev,Other Neurotransmitters,pathway_or_process,small_molecule,True,Vyalev is a new levodopa/carbidopa formulation for dopamine replacement therapy.
wve-004,Other,pathway_or_process,gene_therapy,True,WVE-004 is an antisense oligonucleotide (ASO) targeting the C9ORF72 mutation that causes amyotrophic lateral sclerosis and frontotemporal dementia.
xaliproden,Other Neurotransmitters,pathway_or_process,small_molecule,True,Xaliproden is an orally active 5HT1-A receptor antagonist that was being developed by Sanofi.
xaliproden,Other,pathway_or_process,small_molecule,False,Xaliproden is an orally active 5HT1-A receptor antagonist that was being developed by Sanofi.
xanamem,Other,pathway_or_process,small_molecule,True,"Xanamem is an inhibitor of 11β-hydroxysteroid dehydrogenase type 1, an enzyme in the hypothalamic-pituitary-adrenal (HPA) axis of the body's stress response."
xpro1595,Inflammation,pathway_or_process,,True,This pegylated protein biologic targets and neutralizes the inflammatory cytokine TNFα.
young-plasma,Inflammation,pathway_or_process,,True,"The rationale behind this treatment approach is that systemic factors present in young blood cross into the brain, where they counteract aging processes and neurodegeneration by modulating neuroinflammation, neurogenesis, and cognitive function."
young-plasma,Other,pathway_or_process,,False,"The rationale behind this treatment approach is that systemic factors present in young blood cross into the brain, where they counteract aging processes and neurodegeneration by modulating neuroinflammation, neurogenesis, and cognitive function."
young-plasma,Unknown,pathway_or_process,,False,"The rationale behind this treatment approach is that systemic factors present in young blood cross into the brain, where they counteract aging processes and neurodegeneration by modulating neuroinflammation, neurogenesis, and cognitive function."
ytx-7739,Other,pathway_or_process,small_molecule,True,This is a stearoyl-CoA desaturase inhibitor.
zagotenemab,Tau,pathway_or_process,antibody,True,"Zagotenemab is a humanized anti-tau antibody derived from MCI-1 , Peter Davies' mouse monoclonal antibody against an early pathological conformation of tau."
zagotenemab,Unknown,pathway_or_process,antibody,False,"Zagotenemab is a humanized anti-tau antibody derived from MCI-1 , Peter Davies' mouse monoclonal antibody against an early pathological conformation of tau."
zervimesine,Amyloid-Related,pathway_or_process,small_molecule,True,Zervimesine/CT1812 is a small-molecule antagonist of the sigma2 receptor.
zunveyltm,Cholinergic System,pathway_or_process,small_molecule,True,Benzgalantamine is an inactive prodrug of galantamine.
